# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/architecture/alignment_testing.md:23-23	table-row	| **alignment** | Do *two independent implementations* behave identically for the same input? |
corpus/architecture/alignment_testing.md:25-26	paragraph	The framework is **engine-agnostic and reusable** — it knows nothing about Clerk.
corpus/architecture/alignment_testing.md:25-26	paragraph	Clerkenstein is just its first consumer.
corpus/architecture/alignment_testing.md:28-31	paragraph	**It does not live in rosetta.** The harness is the `alignment/` section of **`rosetta-extensions`** (Go module `anthropos.dev/alignment`) — authored in the `.agentspace/rosetta-extensions/` copy, tagged, and consumed per-stack at that tag. rosetta ships this doc and the `/align-dna` + `/align-run` skills, and **no executable alignment code at all**; see *Where things live* below for the full split.
corpus/architecture/alignment_testing.md:35-38	bullet	There are two roles: - **Source target** — the canonical engine being mirrored, pinned to a version (e.g. Clerk's `clerk-sdk-go/v2 @ v2.6.0`). - **Mirror target** — our reimplementation (e.g. Clerkenstein).
corpus/architecture/alignment_testing.md:39-39	bullet	*(Axis 1.)* e.g. `CreateOrganization`.
corpus/architecture/alignment_testing.md:42-44	bullet	**Gene** — one **(capability × variant)** pair: the atomic unit of alignment.
corpus/architecture/alignment_testing.md:42-44	bullet	Its **id** is `<Capability>/<variant>` (e.g. `CreateOrganization/duplicate-name`) and is the join key across the DNA, the goldens, the outcomes, the test subtests, and the report.
corpus/architecture/alignment_testing.md:45-46	bullet	**Alignment DNA** — the officially-enumerated **complete set of genes** for a source target at a version.
corpus/architecture/alignment_testing.md:47-48	bullet	**Alignment score** — the weighted percentage of genes whose mirror outcome matches the source outcome. 100% = behaviorally indistinguishable across the entire DNA.
corpus/architecture/alignment_testing.md:55-56	paragraph	Alignment tests are **marked** so they can be parsed, listed, counted, and run as their own suite — separate from unit and integration.
corpus/architecture/alignment_testing.md:58-59	bullet	A **build tag** `//go:build alignment` gates the suite.
corpus/architecture/alignment_testing.md:58-59	bullet	Plain `go test ./...` skips it (the same separation unit/integration tests use); `go test -tags alignment ./...` runs it.
corpus/architecture/alignment_testing.md:60-61	bullet	The suite reports **one subtest per gene**, named by gene id, so `go test -tags alignment -json` maps results 1:1 back to the DNA — that's the "countable / parseable" property.
corpus/architecture/alignment_testing.md:68-68	bullet	`go test -tags alignment` — the developer/CI ergonomic (native runner, per-gene subtests).
corpus/architecture/alignment_testing.md:102-102	table-row	| `capability.criticality` | `critical` / `standard` / `optional` → default gene weight `3` / `2` / `1`.
corpus/architecture/alignment_testing.md:103-103	table-row	| `variant.operator` | The equivalence test (below). |
corpus/architecture/alignment_testing.md:104-104	table-row	| `variant.input` | The input passed to the runner for this gene (inlined JSON). |
corpus/architecture/alignment_testing.md:105-105	table-row	| `variant.normalize` | Dot-paths zeroed before comparison (only for `operator: normalized`). |
corpus/architecture/alignment_testing.md:106-106	table-row	| `variant.weight` | Optional explicit weight; overrides the criticality default. |
corpus/architecture/alignment_testing.md:123-123	table-row	| `error_class` | only the error class is compared (both error the same way / both succeed); value ignored. |
corpus/architecture/alignment_testing.md:133-140	paragraph	A runner is invoked as `RUNNER --target {source|mirror} --dna PATH` and prints, to stdout, a JSON map of gene id → outcome: ```json { "Greet/padded-name": { "value": "Hello, El Nino!", "error_class": null }, "Add/overflow":       { "value": null, "error_class": "overflow" } } ``` `value` is the capability's normalized return (any JSON, or `null` on error); `error_class` is a stable short string naming the error kind (or `null` on success).
corpus/architecture/alignment_testing.md:142-145	paragraph	The toy's is `examples/toy/cmd/toyrun`; **Clerkenstein ships its own** in the `clerkenstein/` **section of the `rosetta-extensions` monorepo** — not a repo of its own (`clerkenstein/alignment/cmd/{clerkrun,jsfapirun,expressrun,deployrun,multirun}`).
corpus/architecture/alignment_testing.md:149-150	paragraph	A real source like Clerk is a **live SaaS** — you can't hit it freely, offline, or deterministically.
corpus/architecture/alignment_testing.md:152-153	bullet	`alignctl capture` runs the runner with `--target source` and writes each gene's outcome to a **golden** file under `golden/<Capability>/<variant>.json`.
corpus/architecture/alignment_testing.md:160-160	bullet	**gene weight** = `variant.weight` if set, else the capability's criticality default (`3/2/1`).
corpus/architecture/alignment_testing.md:183-191	paragraph	`GET /v1/users/{id}` — which next-web's server-side `currentUser()` calls on **every authenticated render** — had no capability in any of the five DNAs, so Clerkenstein scored **100% critical / 100% overall / 0 divergences while its fake BAPI returned the wrong human for every hero**.
corpus/architecture/alignment_testing.md:198-198	table-row	| **What enforces it** | `DNA.Validate()` **rejects** a consumed endpoint that names no capability (or names one that doesn't exist).
corpus/architecture/alignment_testing.md:199-199	table-row	`gate.sh` runs it on every gate, **before** the score — but with **`--if-declared`** (see the row below), which changes what the *gate* enforces. |
corpus/architecture/alignment_testing.md:201-201	table-row	| **The escape hatch** | `covered_by` names a capability on **another** surface's DNA (e.g. `clerk-express-1:ClerkClientBAPI/get-organization`).
corpus/architecture/alignment_testing.md:205-207	bullet	It cannot discover consumption nobody wrote down.** This is a strictly weaker claim than the old "every consumed endpoint is present," and it is the true one. Adding a consumer without adding its endpoint to `consumed_surface` re-opens exactly the M218 hole.
corpus/architecture/alignment_testing.md:208-215	bullet	**Only `clerk-2.6.0` (the fake BAPI's HTTP surface — where the failure happened) declares a `consumed_surface` today.** The other four DNAs declare none, so the check **does not bind for them**; `gate.sh` prints a loud `NO COVERAGE CLAIM` warning on every run for each.
corpus/architecture/alignment_testing.md:219-224	paragraph	**The deeper lesson (M218 D15).** Three genes *did* name identity — `ExtractIdentity`, `Me`, `DeployIdentity` — and all three assert the variant **`universal-user`**: the stub itself.
corpus/architecture/alignment_testing.md:219-224	paragraph	**When a golden is captured from a mirror rather than derived from the source's contract, it ratifies whatever the mirror does — including its bugs.** The fix is two-sided assertions: `GetUser` now asks for hero **A** *and* hero **B** and requires **A ≠ B**, which no single stub identity can satisfy.
corpus/architecture/alignment_testing.md:230-233	bullet	**`/align-dna`** — *build & update alignment targets.* Given a source framework + version: pull the pinned source, enumerate the **consumed** capabilities and their variants, emit/update the DNA, diff the DNA across source versions, and scaffold test/golden stubs from it. This is where the capability × variant enumeration — the genome authoring — happens.
corpus/architecture/alignment_testing.md:234-236	bullet	**`/align-run`** — *measure alignment of two targets.* Given a DNA + a source version + a mirror: capture or replay the source goldens, run the mirror, compute the score, and surface the divergence report.
corpus/architecture/alignment_testing.md:240-240	paragraph	The executable harness (`rosetta-extensions/alignment/cmd/alignctl`):
corpus/architecture/alignment_testing.md:269-281	bullet	**"Clerkenstein is at 100%."** The Go surface sat at **97.2%** for a full milestone, on purpose: `MembershipOrgIdentity/real-org-eid` was a **deliberately RED** `standard` gene (M218 **D16**) — the fake BAPI fabricated the org's external id instead of returning the roster's real UUID.
corpus/architecture/alignment_testing.md:269-281	bullet	The BAPI now reports the roster's real `org_eid` (`Store.SeedOrgIdentity`/`LookupOrgEid`, wired from the roster at `cmd/fake-bapi`), behind a three-tier ladder — roster eid → demo-org eid → the historical stub — so the alignment runner (which mounts no roster) stays byte-identical and **exactly one gene moved**.
corpus/architecture/alignment_testing.md:269-281	bullet	Go surface: **97.2% → 100.0% / 100% critical, 27/27, no divergences.** The gene **stays in the DNA** as a permanent fence over the whole wiring path (roster JSON → `LoadRoster` → `seedRosterMemberships` → store → `organizationWithEid` → HTTP).
corpus/architecture/alignment_testing.md:295-298	paragraph	`rosetta-extensions/alignment/examples/toy/` is a self-contained proof: a `source` engine and a `mirror` engine that match **except for one intentional divergence** (`Greet/padded-name` — the source normalizes input whitespace, the mirror forgets to).
corpus/architecture/alignment_testing.md:315-316	paragraph	`go test -tags alignment ./examples/toy/...` passes (the toy gate is 80% overall / 100% critical, and the divergence is a non-critical gene) while logging the tolerated divergence.
corpus/architecture/alignment_testing.md:320-324	bullet	**M1 (Clerkenstein backend mirror)** runs the loop: `/align-dna` authors the **Clerk DNA** (`clerk@2.6.0` genome), then the build drives `/align-run`'s score up to its **exit gate** (100% critical / ≥95% overall) by closing diverging genes.
corpus/architecture/alignment_testing.md:320-324	bullet	The Clerk DNA, goldens, alignment tests, mirror, and runner all live in the **`clerkenstein/` section of the `rosetta-extensions` monorepo** — *not* a repo of its own, and not here.
corpus/architecture/alignment_testing.md:380-382	bullet	Its runner (`deployrun`) drives the **real platform consumer** (colony) the way `expressrun` drives the real `@clerk/express`.
corpus/architecture/alignment_testing.md:390-391	paragraph	Clerkenstein now drives **five DNAs via five runners** (`clerkrun`, `jsfapirun`, `expressrun`, `deployrun`, `multirun`) through the one `alignctl` — the clearest evidence the framework is surface-generic.
corpus/architecture/alignment_testing.md:395-405	paragraph	The behavioural DNAs (`clerk@2.6.0`, `clerk-js-5`, `clerk-express-1`, `clerk-multi-1`) measure **behavioural fidelity**: given an input, the mirror produces the same *outcome* as the source.
corpus/architecture/alignment_testing.md:395-405	paragraph	That is necessary but **not** the same as **deployability** — that the mock can be *injected into the running platform's exact consumption shape*. v1.0 proved the first and the v1.0 narrative ("a stand-in the platform can't tell apart") implied the second; **M3 (the first real demo bring-up) was the first test of the second, and it required building things the alignment never covered** — a vendored `colony` with the disarmed provider in the *concrete* package the platform builds against (not the standalone `authn.Provider` the Go DNA tested), and runnable fake-server binaries (the DNAs tested in-process `http.Handler`s).
corpus/architecture/alignment_testing.md:395-405	paragraph	Neither the tool nor a DNA was *buggy*; the **scope** of the genes didn't cover deployment, and a couple of seams were tested against *idealized interfaces* rather than the platform's actual ones (the Go authn DNA even pinned a different `colony` version than production).
corpus/architecture/alignment_testing.md:407-415	paragraph	The fix is a **deployment/injection dimension**, not a patch: the `clerk-deploy-1` DNA + `deployrun` runner score whether Clerkenstein's injection **artifact** (`deploy/colony-authn`, the disarmed `colony/authn/provider/clerk` drop-in) **compiles against the platform's real `colony`** and satisfies its contract (`clerk.NewProvider(...).GetUser` accepts a Clerkenstein token, rejects garbage/expired) — the runner *compiling* against real colony **is** the contract check, so a colony bump that breaks the seam turns the gate RED instead of surfacing during a demo.
corpus/architecture/alignment_testing.md:407-415	paragraph	The heavier end-to-end gene (a built platform app accepting a token over HTTP) is **deployment-gated** — proven once in M3, run where a demo stack exists — like the express gate's Node dependency.
corpus/architecture/alignment_testing.md:419-422	paragraph	v1.0 exercised the framework on **behaviour** (does the mirror return the same outcome as Clerk?) and M3 added **deployability** (does the injection artifact compile against the platform?).
corpus/architecture/alignment_testing.md:419-422	paragraph	This is the discipline that keeps the seeder fleet (M7c) from silently breaking when the platform's data model drifts.
